content,score,at
44 gb ga bisa dipake gara gara sinyalnya busuk Nyesel pakai Produk gagal susah sinyal meskipun full,1,24/05/2022 02:53
ui/ux nya jelek. ga bisa liat pembagian kuota utama dan kuota add on,1,24/05/2022 01:33
"semoga update selanjutnya bisa ngasih perincian soal kuota yang ada,biar ga bingung kuotanya apaan aja",4,23/05/2022 17:18
Adain la bang yg di bawah 5giga/bulan,3,23/05/2022 15:54
"Jarigan mu kaya taiii ,ajg bauasa bagus sekarang kaya siput,tolonglah mana boros lagi kuota ya ,gua paadahl meli yang 100gb ni kaya taiii,gara gara luh anak gue mati tau engak",1,23/05/2022 12:11
Pilihan paket di aplikasinya sedikit,3,23/05/2022 10:08
Kembali normal.,5,23/05/2022 10:04
Sinyalnya jelek parah!,1,23/05/2022 08:09
"Sinyal error terus, padahal kuota masih 70 GB Setelah dicek errornya ketika di hp redmi note 8 pro (versi android 11, MIUI 12) Ketika dipasang di hp redmi 8 (nnti dicek versinya), itu normal sinyalnya",1,23/05/2022 06:36
"Kartu gak jelas, daftar regis super ribet.",1,23/05/2022 05:09
"murah pas pembelian kartunya, di aplikasinya mahal semua ga ada yang murah. Tolong dibikin bervariasi untuk paket kuotanya. Masa paling murah 80 ribu😭",4,23/05/2022 01:25
Bagus,5,22/05/2022 23:44
Man👍tap pengalaman pertama pake live. On kuota banyak speed kenceng...,5,22/05/2022 22:45
"Awal pakai live on, beberapa bulan lancar, dan baru bbrp hari ini jaringan sangat buruk sampai buka aplikasi utk cek kuota aja tdk bs, ini aja buat buka playstore utk tulis ulasan butuh waktu 6 menit utk masuk disertai kegagalan krn koneksi bbrp kali. Semoga bisa diperbaiki utk pelayanannya, krn klo spt ini trs, pasti akan mempengaruhi minat pelanggan",2,22/05/2022 15:10
"Agak aneh paketan sisa 44 GB tapi dapat email kalau paket sudah terpakai 100%, masih bisa internetan cuma lemotnya kayak keong",3,22/05/2022 12:16
Kenapa kulitas sinyal dan kecepatan internetnya menurun ya dari dulu.. tolong dong kulitas sinyal dan kecepatan internetnya di jaga... jadi lirik kartu digital lain nih..,2,22/05/2022 10:53
"Tolong, perbaiki jaringan nya. Daerah Bogor jelek kalo malam. Terima kasih",1,22/05/2022 09:52
Mantap,5,22/05/2022 09:45
Jaringan lambat loading pada hal baru isi data 100 gb...payah live on..,1,22/05/2022 05:24
"Min jaringannya sekarang kenapa sering ilang ilangan kecewa banget saya gak kayal awal pakek , mohon di benerin dong",1,22/05/2022 04:35
"Perbarui paket Lewat Baner di Homepage DOUBLE DATA, tapi setelah di beli. Data nya gk berlipat.... Haduhhh dah 2x begini...",1,22/05/2022 02:23
Puas bangeet pakai live.on,5,21/05/2022 22:56
"Beli 2 kartu saat masukan no pemesanan gak bisa terus jadi rugi,, jangan di bikin ribet pas daftar kartu nya,, harus memasukan no pemesanan segala",1,21/05/2022 13:40
Sinyalnya ancur gaes,1,21/05/2022 12:35
"Sampah bukan main, sengaja kuota utama dan kuota streaming disatuin agar terlihat banyak. Sampah lebih dri sampah",1,21/05/2022 10:07
Oc kali lah,5,21/05/2022 08:52
"Jaringan kurang stabil, Makassar",1,21/05/2022 08:10
"kalo masa aktif kuota pengen habis langsung lag, kalo hujan lag banget gajelas trus suka dipotong"" masa aktifnya anj",1,21/05/2022 06:48
"Serba digital & canggih,, orang awam minggir",5,21/05/2022 06:34
Bagus banyak tipu tipu,5,21/05/2022 01:03
mantap,5,20/05/2022 21:42
"Mwantap ,jaringan bagus,",5,20/05/2022 18:29
tolong tambahkan detail kuota yang dimiliki,3,20/05/2022 15:26
"Pesan kartu sim sudah 2 minggu lebih tidak sampai"" sudah info ke layanan nya tapi tidak di respon padahal online",1,20/05/2022 12:05
Sinyal full tp buat main game putus2 & reconnect nya lama.,1,20/05/2022 05:42
"Detail kuotanya tidak jelas, sisa 50gb hanya bisa buat youtube. Cobalah bikin jelas pada aplikasinya kayak detail koutanya seperti myim3",1,20/05/2022 05:10
"Kualitas signal menurun, apalagi menjelang siang, buka speedtest aja gak bisa jadi ragu untuk perpanjang paketnya",1,20/05/2022 04:55
"Dulu pake udah bagus, cuman kenapa sisa kuota 40GB saya ilang setelah isi 75GB ya? Awal isi sih 125GB rollover nya, pas besok malah jadi 70GB. Tolong dong benarkan, sayang 40GB saya",3,20/05/2022 01:17
"Pertama kali tau adanya digital provider, saya sempat coba beberapa merk. Tapi pada akhirnya cocok ke Live On & udah pakai hampir setahun. Intinya Live On nawarin paket yg gak banyak syarat, harganya wajar & fitur roll over kuotanya bener-bener juara. Wajib dicoba sih bagi yg belum pernah pakai digital provider 👌",5,20/05/2022 01:06
Mantap mantap mantap,5,19/05/2022 16:57
JARINGAN PAYAH!!!,1,19/05/2022 15:13
"Ini jaringan nya kenapa ilang"" sih",1,19/05/2022 14:35
Notifikasi data terpakai terlalu banyak masa tiap 30 detik ada notif dan terus hingga 1 jam lebih,1,19/05/2022 13:35
"sinyal ilang2an, padahal tengah malam yang dimana harusnya lancar jam segitu.. next purchase? no.. pindah ke operator lain",1,19/05/2022 13:20
Mantap jiwa,5,19/05/2022 10:45
Kasih bintang 1 dulu. Karena belum berhasil aktifasi. Prosesnya ribet rugi beli kartu nih kalo gak bisa kepake,1,19/05/2022 09:24
Jaringan lemot,2,19/05/2022 06:21
"Okeee,,,",5,18/05/2022 22:26
"Terbaik, kenceng banget",5,18/05/2022 21:02
Jaringan di daerah Kalideres jelek bngt ... Lemotttt njirr😡😡😡😡,1,18/05/2022 15:46
"Berharap ada paket untuk 30 hari seharga Rp 50,000",5,18/05/2022 15:12
Kuotanya mantap harga mumet (murah meriah),5,18/05/2022 11:22
2 hari ini ga bisa internet padahal sinya sama data masih banyak tpi tetep ajak seperti tidak ada sinyal,1,18/05/2022 09:58
"Mantap djiwa harga kuota termurah kecepatan terhebat puas bangets buat download file2 besar sangat bisa diandalkan,saran agar menampilkan detail pembagian kuota untuk aplikasi apa gitu....",5,18/05/2022 09:22
"Offerall si udh bagus koneksi juga luamayan cepet, kadang suka ngasih promo yang murah juga,cuman ada masalah yang menurut saya sangat bikin saya kecewe yaitu pada aplikasi tidak di jelaskan rinci berapa jumlah pake utama kita dan pake addon kita hal tersebut membuat saya susah buat mebgetahui sisa paket utama saya, mohon segara di update terkait hal tesebut karna hal tersebut sangat membantu dalam memkarkulasikan disa paket utama dan addon, terima kasih",3,18/05/2022 08:06
"Gini ye, ini aplikasi masi sangat kalah dr Si biru tilikimisil itu. Ini tau2 log out eh trus di suru login . Lah ane kalo ga apal nomer nye gimane coba. Trus lagi, data 75GB dan sisa 55GB masa dibilang 50% data sudah terpakai. Lah. Ngapaaaaa coba",3,18/05/2022 06:32
"Pokoke lola pokoke lola.... Ws ws kapok ws, tulisannya 4,5G nyata nya ndat ndut, ws ws ora maning maning.",1,18/05/2022 05:29
👍🤍🔥,5,18/05/2022 04:12
"Terimakasih XL live on, untuk harga paket internet emang lebih murah dari provider lainnya, mohon untuk jaringan distabilkan lebih baik lagi, agar pelanggan tetap tidak berpaling ke lain hati,..😍🤩🤩🇮🇩",5,18/05/2022 04:09
"Baru pakai beberapa hari, sinyalnya suka G dong, hebat ya 4G eh 4nya ga ada cuma G doang, sampah banget, nyesel banget pake live.on",1,18/05/2022 02:52
Jaringan XL semakin tidak stabil.. Terkadang jaringan hilang padahal lokasi di kota.,2,17/05/2022 20:29
"Jaringan suka eror kadang datanya ga muncul"" Ada kendala apa sii over all blm nemu lagi masalah yang lain semoga kedepannya lebih stabil",3,17/05/2022 19:51
"Aduhh kumat lagi XL tolong lahhh kalau lagi maintenance adakan pemberitahuan kek, masa sinyal tiba2 hilang aja, bikin badmood aja dah",1,17/05/2022 19:44
Sinyal nya saat pagi sampai malam tidak pernah stabil.,1,17/05/2022 19:38
Provider sinyal kog ilang2an sering erorr nyeselll nyeselll,1,17/05/2022 19:34
Mau tanya nih Sistem NAT 3 pada XL live on kenapa gak dapet NAT 2 sedangkan disini sinyal bagus 3 jempol saya akui tapi Masih dapet NAT 3  Tolong dong tingkatkan ke NAT 2 Biar disini saya bisa leluasa main game online tanpa kendala  Terima kasih,2,17/05/2022 14:43
Paketan jadi gak mubazir,5,17/05/2022 13:42
Ok,5,17/05/2022 12:45
the best pokoknya,5,17/05/2022 11:46
"Tolong lah, kalo lg main game jaringan jgn tbtb ilang knp sih, pdhl sehari2 klo cmn buat nonton yt kga pernah ilang sinyalnya.",2,17/05/2022 11:41
"(INI BUKAN FAKE REVIEW) ini sya pertama kali pake live on sebelum beli sya berfikir ni wah sekali, 1 hari pemakaian masih biasa aja , semenjak 1 minngu pemakaian rasa nya ni paket cuma lancar buat youtuban doang bahkan bisa sampai 1080p dan parah nya saya coba buat bermain game lagg (dalam jangka panjang) sampai2 sya dapat hukuman karna terlalu lama meninggalkan game ga lagi make ni kartu sat!!",1,17/05/2022 08:52
👍👍👍👍,5,17/05/2022 06:34
Mantul,5,17/05/2022 06:02
"Di awal beli saya senang pake live on, quota besar dan sinyal bagus.. Tp makin kesini sinyal nya ancur, naik turun, kadang² hilang.. Quota saya masih besar. Permainan kah atau gimana yah. Daerah saya di Bogor kota.",1,17/05/2022 05:00
Sangat puas sekali dengan kartu ini.,5,17/05/2022 01:56
apk nya lemot,2,16/05/2022 23:44
Makin ke sini jaringan deket rumah makin ancur.. Sering tiba-tiba ga ada sinyal bisa di perbaiki ga.. Daerah bogor.. Kabupaten,1,16/05/2022 16:28
Lebih hemat intinya,5,16/05/2022 11:46
"Kecewa. Data rollover sinyal cuma 0,01 Mbps di speedtest. Padahal masa aktif masih panjang. Promonya doang sok iye. Tp eksekusi minus. Dada live on",1,16/05/2022 10:46
"Paket live.on saya ngga nyampe"" ..pesan dari sebelum lebaran .alamat sudh lengkap padahal ..gmna cara nglacak paketnya coba ..",1,16/05/2022 10:38
Bintang turun dari 5 ke 3.. Makin kesini makin lemot sinyal'y... Kalo makin parah lemot'y B1 menanti dan anda kehilangan 1 pelanggan..,3,16/05/2022 09:23
"Mantap lancar jaya,,",5,16/05/2022 04:43
Kartu SIM yang dipesan sampai dua minggu gak sampe-sampe hingga sekarang. Jadi pertimbangkan buat calon pengguna,1,16/05/2022 03:26
Saya mau bertanya apa nomer kami itu aman...? Soal nya saya baru beli tanggal 13 mei 2022 ada orang ngaku ngaku ini nomer dia sedangkan ini nomer yang saya beli dari live on.,2,16/05/2022 03:03
mantab,5,16/05/2022 03:02
TOlong di tikatkan lagi kekuatan sinyal untuk daerah Bogor leletnya minta ampunn,2,15/05/2022 23:44
Lebih di tingkatkan lagi dari segi siyal kadang bagus kadang kurang bagus 🙏💪,5,15/05/2022 20:34
SALAH SATU PERDANA ASAL ASALAN KATA NYA KUOTA DATA BISA DI GABUNGKAN EMANG IYA GABUNG CUMAN SISA KUOTA YANG BULAN LALU GA BISA DI PAKE SEBULAN DUA BULAN JARINGAN LANCAR LANCAR AJA MAKANYA SAYA REKOMENDASI KE TEMEN TEMEN EH 3 BULAN DAN BULAN SETERUSNYA JARINGAN LEMOT KUOTA MASIH BANYAK PADAHAL SISA HARI NYA 14 HARI LAGI UNTUK SEMUANYA MENDINGAN KE PERDANA YANG BENER AJA JANGAN KE PERDANA ASAL ASALAN MENDINGAN BALIK LAGI KE INDOSAT ATAU TELKOMSEL YANG AGAK MAHAL TAPI BERKUALITAS,1,15/05/2022 15:29
Cara liat detail kuota gmn si,5,15/05/2022 12:47
"Bagus sinyalnya, 4g+ stabil. Untuk game bagus PING antara 40-60ms. Mines di aplikasinya aja klo di open suka blank putih.",4,15/05/2022 10:14
"Tolong Kuota Referral nya di rollover, biar enakan. Terima kasih",5,15/05/2022 05:27
Sangat keren,5,15/05/2022 02:48
"Minta maaf kasih bintang 2, awal pake bahagia bgt, banyak promo2 2x lipat, skrg kuota malah dibagi2, ga full, ga masalah sih, tp ga ada fitur dr aplikasi buat liat pembagian kuota, padahal kuotaku masih 40an gb, dpt notif udah kepake 100%, trs ga bisa liat riwayat transaksi, ga tau bulan kemaren ngisi brp ribu dptnya brp gb",2,15/05/2022 02:30
Bagus banget. Pulsa yang tersisa tidak hangus walaupun telat isi ulang. Betul!!!,5,14/05/2022 22:55
"jelek,ga ada rincian quota untuk addon nya,ntr kalo udh di kembangin gati bintang",1,14/05/2022 14:59
Good,5,14/05/2022 14:29
Bagus ⭐⭐⭐⭐⭐,5,14/05/2022 09:56
Udah setahun lebih pakai liveon. Alhamdulillah lancar. Di sini jaringan XL mendukung banget. Data rollover juga membantu. Dalam setahun 2-3x aja jaringan bermasalah. Karena saat itu hujan yang sangat deras. Tapi normal lagi. Dari segi harga. 100gb itu murah.,5,14/05/2022 05:20
👍👍👍,5,14/05/2022 03:08
Gk bisa beli paket tolool... Mencet bayar nya gk bisaaaaa Gmn mau beli paket,1,14/05/2022 01:43
"Keren, mempermudah top up dan perpanjangan paket",5,14/05/2022 00:27
"Gak ribet, data bisa roll over. Mantap pokoknya. Wajib dicoba!",5,13/05/2022 23:40
"Jaringannya parah, mengecewakan",1,13/05/2022 14:49
JARINGANNYA NGELEKK WAKTU MAEN GAME PDHL 4G,1,13/05/2022 11:39
"Tolong tambahan, perincian jenis kuota apa saja yang kita punya. Gak dijadikan 1 kayak gini. Bikin bingung",4,13/05/2022 07:00
Mantap,5,13/05/2022 02:52
Luar biasa...,5,12/05/2022 13:38
Bagus,5,12/05/2022 11:45
"Tiap malam sering lemot, pusing kerjaan gak kelar-kelar karena jaringan sering ilang-ilang...😭😭 Payah... Lagi, lemot tiap harinya.😭",1,12/05/2022 10:31
PArah sinyal dri pagi sampe siang kagak nongol2,1,12/05/2022 04:36
"Susah bgt dah masuk aplikasi, cuman ngeblank putih, harga paketnya juga gila sih mahal dan g banyak pilihan.. Cukup sekali aja deh thx exoerience nya, mo pindah ke sebelah",3,12/05/2022 03:07
"Awal make bagus, sinyal oke lancar, beberapa bulan aman, sekarang sinyal sama sekali tidak ada, internet tidak berjalan bukak youtube tumbnail aja loading lama, apa lagi klik videonya ga jalan Kuota masih 100gb sama sekali ngga kepake, padahal lokasi saya tidak pindah dari awal make sampe sekarang masih di lokasi yang sama, tapi kualitas jaringan jauuh menurun, percuma Kuota gede tapi ga bisa kepake, udah komplain ke twitter nya udah ngasih kelengkapan informasi dan ngga ngebantu sama sekali",1,12/05/2022 02:54
Topppppppp,5,12/05/2022 02:12
"Seriusan keren parah yang satu ini, pertama kali pake langsung klopp banget! Provider kaya gini yang selama ini saya cari-cari",5,12/05/2022 01:33
Kok gak bisa memperbarui paket dengan harga sama dg paket sebelumnya??? 😭😭😭,1,11/05/2022 14:57
Kren,5,11/05/2022 14:41
Kuota sisa 30 GB jd lemot banget,4,11/05/2022 13:04
"Bagus, kekuatan jaringan perlu ditingkatkan",5,11/05/2022 11:51
Semoga kedepannya ada sistem pulsa biar gampang selain itu oke fix gamau pindah ke lain hati,4,11/05/2022 10:25
Lagg buat maen game,1,11/05/2022 06:04
Top banget pokoknya,5,11/05/2022 00:00
"Live On ada apa ya, 2hr ini tidak bisa digunakan keterangan Jaringan Error. Padahal untuk Kuota dan masa aktif masih banyak. Apakah Live On akan Hengkang ya... padahal dah nyaman pake ni Provider.",2,10/05/2022 23:12
Josssssssss,5,10/05/2022 22:18
"Aplikasi yg sangat membantu, terimakih live on",5,10/05/2022 22:17
"Bagus, jaringannya cepat",5,10/05/2022 18:35
"Untuk 4.5g belom stabil kadang berubah ke 4g beda dengan jarigan 4.5g nya kartu tri yg sangat stabil,dan untuk jaringan 4g nya lag parah kek jaringan Edge, tolong di perbaiki masalah ini,saya area pontianak, kecamatan pontianak barat, semoga keluhan saya di dengar oleh tim terkait, Terima kasih :)",1,10/05/2022 16:42
"Di daerah saya kembangan utara, jakarta barat. Sudah 3 hari jaringan hilang. Apakah ada kerusakan? Tolong segera perbaiki, ng3nt0d, b4ngshad, masa iya sampe 3 hari lebih jaringan busuk nya. Bukan lemot ya, tp sinyal ga ada se bar pun. Gue nyesel beli kartu ini belom ada sebulan, terlanjur rugi gue, tolong segera perbaiki ya b4angshad, ternyta live on lebih b4j1ngan drpd provider sebelah. Pantesan rating lu gak nyentuh 4. Ng3nt0d lu",2,10/05/2022 16:24
Signal lambat,1,10/05/2022 15:31
aneh. mau registrasi aja ga masuk masuk ke menu nya,1,10/05/2022 13:31
Tingkat trus jelek bngt jaringan'y di bekasi utara kp pisangan,3,10/05/2022 13:03
"saya sangat kecewa d paket live on,d tiga bulan terahir in,kecepatan nya sangat kurang,d daerah saya hanya bisa 1,18,mbps bahkan 0,00mbps,tda bisa livestriming d tv box esvicloud.",1,10/05/2022 12:27
"Akun tiba2 keluar sendiri dr aplikasi,mau login tp gk ada otp masuk,pdhal input nomer bener. Mau top up kuota jd gk bisa,kburu hanguss. Jancookk",1,10/05/2022 10:58
"Aplikasih terparah sih, awal mula menggunakan live on. Karena kouta lumayan harga ok, cuman untuk kouta rollover dan bonusnya sama sekali tidak bisa digunakan, padahal ketnya tertulis jelas, sudah melakukan perpanjangan dan pembelian kouta tambahan, aplikasi tiba tiba ga bisa di buka alias blank putih ga jelas, ampas lah untuk ini.",1,10/05/2022 05:33
Mantap kali lah👌👍,5,10/05/2022 04:26
Sebelumnya mohon maaf ya membuat kamu repot harus menghubungi kami untuk mengetahui detail kuota yang dimiliki. Saat ini akan kami bantu pengecekan dan informasikan ya.. :) Mohon menunggu ya kak ;) kami bantu untuk melakukan pengecekan terlebih dahulu.,1,10/05/2022 01:32
"Data masih 40an GB, sinyal full, tapi lemot, ga bisa di pake...",2,09/05/2022 23:05
Sangat bagus dan selalu banyak diskonNya aku suka XL live-ON semua orang harus tahu dan harus pake XL live-ON😊,5,09/05/2022 15:42
Coba ye,4,09/05/2022 15:26
"pengalaman saya menggunakan kartu perdana Live On sangat lah kurang baik,dari segi registrer yang mengharuskan downlod App LiVEON, serta UNREG kartu melalui @mail daj menunggu persetujuan sangat lama dan ribet, paling terparahnya Quota yang sisanya 45GB dengan jatuh tempo 13 hari(masa perpanjangan paket) tidak bisa digunan? maksudnya apa!?(ngajak ribut?) padahal sudah 2x kejadian, itu pun saya kira terdapat masalah kartu/ app. kesimpulan saya,dari sekian kartu perdana, ini paling nyebelin!!!.",1,09/05/2022 14:30
Lebih enak lagi kalo tanpa masa aktif.. jadi bisa sesuai namanya live on,4,09/05/2022 12:58
Kecepatan internet di kartu saya hancur banget di kartu istri saya baik2 saja...,1,09/05/2022 11:49
Baik disegala tempat,4,09/05/2022 11:49
Sejauh ini sangat bagus untuk segala aspek cuman satu aja yang kurang yaitu harga kuota yang masih terbilang cukup mahal. Terimakasih.,5,09/05/2022 11:47
"Tolong ya... kalo saya beli kuota 20gb/25gb toolong bnget diaplikasi jangan tertera paket saya mencapai ratusan kouta, jadinya saya bingung kouta saya ini sebenernya brp GB... tolong perihal ini ditingkatkan lagi...",5,09/05/2022 10:29
Untuk sementara menjadi pilihan utama paket internet..,5,09/05/2022 09:18
Udh bgus tlng perbaiki jringn,3,09/05/2022 07:00
Benar² bagus ni..sinyalnya..,5,09/05/2022 03:54
"Cukup baik apknya , memang benar rollover, tapi TIDAK terpakai👎, artinya bila kuota yg kita isikan misalnya 100gb/ 30hr sudah terpakai ,sisa kuota rollover bulan lalu ada 50gb, internetnya lgsg lemot tdk terpakai, hanya terpakai mengakses apk utk membeli kuota baru 👎",2,09/05/2022 02:44
Jelek sinyal lemot,1,09/05/2022 02:16
Mantap,5,09/05/2022 01:54
The best,5,09/05/2022 01:26
Lancar jaya,5,09/05/2022 00:13
Internet cepat harga bersahabat,5,08/05/2022 22:45
parah banget kuota rollovernya.. LEMOOOT.,2,08/05/2022 20:58
Sinyal datanya kadang ilang ilangan,4,08/05/2022 15:20
jaringan stres. buat apa kuota banyak tapi tidak bisa internet an,5,08/05/2022 14:47
Good,5,08/05/2022 12:02
Kenapa sy sinyalnya jelek yaa padahal biasanya bagus dan ini sy baru beli tetep aja jelek napa ya woiii kakak w make bagus² aja!!!!!,1,08/05/2022 04:58
